,Text,Topic,Text Length,
3173,"The correct triangle is broken by straight, parallel to its sides, to equal
Correct triangles between themselves.One of the small triangles is black,
The rest are white.It is allowed to repaint all the triangles at the same time,
Crossed by a straight line parallel to any side of the original triangle.Is it always possible with the help of several such repaints to ensure that all the small triangles become white?",6,425,
3174,"Cube 20 × 20 × 20 is made up of 2000 bricks in size 2 × 2 × 1.
Prove that it can be pierced with a needle so that the needle passes through two
The opposite faces and did not burns in the brick.",6,178,
3175,"Whether there is a degree of deuce from which a rearrangement of numbers can be obtained
Another degree of deuce?",6,99,
3176,"What digit should be put instead of a sign ""?""Among the 888 ... 88? 99 ... 999 (eight and nine are written 50 times) so that it is divided into 7?",6,137,
3177,"We have at our disposal “bricks” that have a shape that turns out
as follows: we glue it to one single cube along three faces,
having a common peak, three more single cubes, so the glued faces
Completely coincide.Is it possible to add a rectangular parallelepiped of 11 × 12 × 13 of such ""bricks""?",6,323,
3178,Prove that the work of all integers from 21917 + 1 to 21991 - 1 inclusive is not a square of the whole number.,6,117,
3179,"Is it possible from a sequence of 1, ½, ⅓, ... choose (preserving order)
 a) one hundred numbers
 b) endless subsequent numbers,
Of which each, starting from the third, is equal to the difference of the previous two (AK = AK - 2 - AK -1)?",6,233,
3180,"Prove that the number 40 ... 09 is not a complete square (with any number of zeros, starting with 1).",6,86,
3181,"Prove that the number of the type A0 ... 09 is not a complete square (with any number of zeros, starting with one; a is a number different from 0).",6,122,
3182,At what N can all the ribs of the N-Ugular prism (base-n-angles) be painted in three colors so that in each peak all three colors converge and each face (including the bases) have sides of all three colors?,6,214,
3183,"Is there such a set of 10 natural numbers that each is not divided by neither
into one of the rest, and the square of each is divided into each of the others?",6,149,
3184,"Six playing bones strung on a knitting needle so that each can rotate
Regardless of the rest (pierce through the centers of opposite faces).Knitting needle
put on the table and read the number formed by numbers on the upper faces
bones.Prove that you can turn the bones so that this number is divided into 7.
(On the faces there are numbers from 1 to 6, the sum of the numbers on opposite faces is 7.)",6,392,
3185,"Find all pairs of integers (X, Y), for which the numbers X³ + Y and X + Y³ are divided into X² + Y².",6,98,
3186,"Troika of integers A, B and C are considered, for which the condition is fulfilled: A + B + C = 0. For each such three, the number is calculated
D = A1999 + B1999 + C1999.
Could it happen that
 a) D = 2?
 b) D - a simple number?",6,233,
3187,"For natural numbers x and y, the number x² + xy + y² in the decimal record ends with zero.Prove that it ends at least two zeros.",6,142,
3188,"20 chess players played a tournament in one circle.The correspondent of ""Sports Gazeta"" wrote in his note that each participant in this tournament won as many parties as he had drawn.Prove that the correspondent was mistaken.",6,222,
3189,"Find all the unratestible fractions of the A/B, represented in the form of B, and (the comma shares decimal notes of natural numbers b and a).",6,120,
3190,"The student did not notice the sign of multiplication between two seven -digit numbers and wrote
one fourteen -digit number, which turned out to be three times more than them
works.Find these numbers.",6,183,
3191,"Is it possible to find eight of such natural numbers that none of them
It is divided into any other, but the square of any of these numbers is divided into each of the others?",6,164,
3192,"We denote through s (x) the sum of the numbers of a natural number x.Solve the equations:
 a) x + s (x) + s (s (x)) = 1993;
 b) x + s (x) + s (s (x)) + s (s (s (x)) = 1993.",6,156,
3193,"To prove that the largest common divider of the number P4 - 1, where P is a simple number, more than 5, is 240.",6,106,
3194,"All the diagonals were drawn in the convex pentagon.Each peak and each point of intersection of the diagonals are painted blue.Vasya wants to repaint these blue points in red.For one operation, he is allowed to change the color of all painted points belonging to either one of the sides or one of the diagonals to the opposite (blue points become red and red - blue).
Will he be able to achieve the desired by performing a certain number of operations described?",6,470,
3195,"Find the ever -increasing ultimate arithmetic progressions, which consist of simple numbers and which have the number of members more than the difference in progression.",6,156,
3196,"What is the largest number of chips on the cells of the chessboard so that on each horizontal, verticals and diagonals (not only on the main ones) there was a even number of chips?",6,181,
3197,"The lateral surface of a rectangular parallelepiped with the base of A × B and the height of C (a, b and C is natural numbers) is glued along the cells without overlays and passes with rectangles with sides parallel to the ribs of the parallelepiped, each of which consists of a certain number of single squares.In this case, it is allowed to bend rectangles through the side ribs of the parallelepiped.Prove that if C is odd, then the number of methods for pasting is even.",6,437,
3198,"The numbers A1 = 1, A2, A3, ... according to the following rules: an+1 = an - 2, if the number, if the number, if the number
AN - 2 - natural and has not yet been discharged on the board, otherwise AN + 1 = an + 3. Prove that all squares of natural numbers will appear in this sequence when adding 3 to the previous number.",6,323,
3199,"Find all natural numbers with exactly six divisors, the sum of which is 3500.",6,88,
3200,"On the board, numbers 1, 2, 3, ..., 1000 are recorded on the board. Two in turn erase one by one.The game ends when two numbers remain on the board.If their amount is divided into 3, then the one who made the first move wins, if not, then it
partner.Which of them will win with the right game?",6,277,
3201,Find all such simple numbers p and q that p + q = (p - q) ³.,6,62,
3202,"What is the largest length of arithmetic progression from natural numbers A1, A2, ..., AS with a difference of 2, which has a property: - simple for all K = 1, 2, ..., N?",6,166,
3203,"Is it possible to fill all the cells of the table 9 × 2002 with natural numbers so,
So that the sums of numbers in each column and the sums of numbers in each line would be simple numbers?",6,164,
